ncols         72
nrows         69
xllcorner     739325
yllcorner     4553190
cellsize      40
NODATA_value  -9999.9
-9999.9	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.005	0.005	0.003	0.005	0.005	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	0.005	0.005	0.005	0.005	0.005	0.003	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	0.005	0.005	0.003	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.01	0.01	0.01	0.01	0.005	0.01	0.01	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.005	0.005	0.003	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.050000001	0.050000001	0.050000001	0.01	0.01	0.01	0.01	0.01	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	-9999.9	-9999.9	-9999.9	-9999.9	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	0.005	0.003	0.005	0.005	0.003	0.003	0.005	0.005	0.005	0.005	0.01	0.050000001	0.050000001	0.050000001	0.01	0.01	0.01	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.005	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.01	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.01	0.01	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.050000001	0.050000001	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.01	0.050000001	0.01	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.005	0.003	0.005	0.003	0.003	0.003	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.050000001	0.005	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.003	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.003	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.003	0.005	0.003	0.003	0.003	0.005	0.005	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.005	0.005	0.005	0.005	0.01	0.050000001	0.01	0.01	0.050000001	0.01	0.003	0.003	0.005	0.003	0.003	0.003	0.005	0.005	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.050000001	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.005	0.005	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.005	0.005	0.005	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.005	0.005	0.01	0.01	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.01	0.01	0.01	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.005	0.003	0.005	0.003	0.003	0.003	0.003	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.005	0.005	0.050000001	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.005	0.005	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.01	0.050000001	0.050000001	0.01	0.003	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.01	0.003	0.003	0.003	0.003	0.005	0.005	0.005	0.003	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.01	0.01	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	0.050000001	0.050000001	0.050000001	0.050000001	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.01	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.050000001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
